"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SNHG18.1",0,0.289940142110486,0.192,0.037,0,"Smooth muscle cells","SNHG18"
"MMP14.3",0,0.253877475984792,0.343,0.127,0,"Smooth muscle cells","MMP14"
"SKAP1.3",0,-0.83972901015294,0.004,0.177,0,"Smooth muscle cells","SKAP1"
"TBC1D10C.3",0,-0.961641655513554,0.004,0.197,0,"Smooth muscle cells","TBC1D10C"
"TNFRSF1B.3",0,-1.00324571854706,0.021,0.222,0,"Smooth muscle cells","TNFRSF1B"
"RHOH.3",0,-1.04355364738368,0.006,0.225,0,"Smooth muscle cells","RHOH"
"CD3G.3",0,-1.10515086535341,0.004,0.202,0,"Smooth muscle cells","CD3G"
"GIMAP7.3",0,-1.11599589161169,0.012,0.225,0,"Smooth muscle cells","GIMAP7"
"CD27.3",0,-1.16274228621219,0.006,0.197,0,"Smooth muscle cells","CD27"
"TRAC.3",0,-1.30126173983565,0.018,0.212,0,"Smooth muscle cells","TRAC"
"LCK.3",0,-1.30569060511851,0.006,0.241,0,"Smooth muscle cells","LCK"
"RGCC.3",0,-1.37555341567643,0.07,0.302,0,"Smooth muscle cells","RGCC"
"NR4A2.3",0,-1.39489665649917,0.09,0.321,0,"Smooth muscle cells","NR4A2"
"TRBC2.3",0,-1.44966389657541,0.01,0.246,0,"Smooth muscle cells","TRBC2"
"CST7.3",0,-1.65021750266229,0.006,0.224,0,"Smooth muscle cells","CST7"
"HLA-DQA1.3",0,-1.65290679218055,0.015,0.213,0,"Smooth muscle cells","HLA-DQA1"
"CD3D.3",0,-1.80244982001449,0.009,0.282,0,"Smooth muscle cells","CD3D"
"DUSP2.3",0,-1.86720954077306,0.085,0.326,0,"Smooth muscle cells","DUSP2"
"PTPRC.3",0,-2.22464212129918,0.013,0.416,0,"Smooth muscle cells","PTPRC"
"IL7R.3",0,-2.31924631230381,0.016,0.217,0,"Smooth muscle cells","IL7R"
"HLA-DRA.3",0,-2.73045856289029,0.09,0.365,0,"Smooth muscle cells","HLA-DRA"
"SRGN.3",0,-2.79179780065038,0.08,0.507,0,"Smooth muscle cells","SRGN"
"CCL4.3",0,-2.87031330820315,0.016,0.201,0,"Smooth muscle cells","CCL4"
"FRZB.1",1.28231695724759e-303,0.584261617083368,0.13,0.035,7.1277588068607e-299,"Smooth muscle cells","FRZB"
"TNFAIP3.3",5.06848841279135e-302,-1.39812048379734,0.143,0.333,2.81731928425007e-297,"Smooth muscle cells","TNFAIP3"
"NEXN.1",1.30501709956795e-276,0.284917886926658,0.11,0.028,7.25393754794842e-272,"Smooth muscle cells","NEXN"
"JUNB.2",6.97813684684318e-265,-0.90910219174073,0.687,0.767,3.87879736631778e-260,"Smooth muscle cells","JUNB"
"ID3.3",1.58475110638394e-253,0.522749066350764,0.432,0.235,8.80883902483515e-249,"Smooth muscle cells","ID3"
"LAMC1.2",1.72059628641291e-253,0.260149003206766,0.207,0.082,9.56393445802614e-249,"Smooth muscle cells","LAMC1"
"KLF6.2",1.38326849526705e-252,-1.02335153199709,0.535,0.626,7.6888979309419e-248,"Smooth muscle cells","KLF6"
"ITGA4.3",4.92445567885073e-245,-0.692882487946401,0.021,0.171,2.73725868908918e-240,"Smooth muscle cells","ITGA4"
"PTPRCAP.3",9.17291136899153e-242,-0.846374528538332,0.001,0.138,5.09876278445394e-237,"Smooth muscle cells","PTPRCAP"
"SOD3.1",3.38420053555603e-236,1.0643920512723,0.159,0.06,1.88110786768882e-231,"Smooth muscle cells","SOD3"
"CLEC2D.3",4.55807374195386e-236,-0.873221789789785,0.042,0.192,2.53360528946505e-231,"Smooth muscle cells","CLEC2D"
"PRKCH.3",1.22464709289527e-232,-0.636990322217334,0.016,0.158,6.80720086585838e-228,"Smooth muscle cells","PRKCH"
"CD8A.3",2.12612735164312e-230,-1.49032945912309,0.007,0.142,1.18180788841083e-225,"Smooth muscle cells","CD8A"
"CD6.3",2.38928334815522e-226,-0.682129482913944,0.003,0.132,1.32808314907208e-221,"Smooth muscle cells","CD6"
"GZMM.3",5.15047283555753e-214,-0.709520237438767,0.003,0.127,2.86289032564465e-209,"Smooth muscle cells","GZMM"
"TUBA1B.1",2.07444287731963e-212,0.327845569352571,0.822,0.619,1.15307907335812e-207,"Smooth muscle cells","TUBA1B"
"PTPN22.3",5.86649643320145e-202,-0.575110137001694,0.002,0.119,3.26089204239503e-197,"Smooth muscle cells","PTPN22"
"CD8B.3",8.6918213563348e-195,-1.06777586403921,0.005,0.12,4.8313489009187e-190,"Smooth muscle cells","CD8B"
"PDGFRB.1",4.32460839031003e-191,0.780544135345503,0.144,0.056,2.40383357375383e-186,"Smooth muscle cells","PDGFRB"
"IL2RB.3",1.31506725322895e-179,-0.665315884588838,0.007,0.116,7.30980132707314e-175,"Smooth muscle cells","IL2RB"
"SH2D1A.3",8.48685953357321e-178,-0.567485042522253,0.002,0.107,4.71742087173667e-173,"Smooth muscle cells","SH2D1A"
"ITK.3",1.1903902270602e-174,-0.529566984114587,0.003,0.106,6.61678407711411e-170,"Smooth muscle cells","ITK"
"PRF1.3",3.63063464646349e-170,-0.742266202565734,0.009,0.114,2.01808826823673e-165,"Smooth muscle cells","PRF1"
"GZMK.3",1.38058220807422e-168,-1.28186091478565,0.003,0.103,7.67396620358052e-164,"Smooth muscle cells","GZMK"
"KLRB1.3",2.74101852824185e-168,-1.04764182528826,0.004,0.104,1.52359514892323e-163,"Smooth muscle cells","KLRB1"
"LAG3.3",4.92783130119432e-162,-0.787588179683017,0.012,0.114,2.73913502876886e-157,"Smooth muscle cells","LAG3"
"COL14A1.1",7.92237266415803e-160,0.264497767305424,0.108,0.038,4.40365084537224e-155,"Smooth muscle cells","COL14A1"
"POLD4.3",4.33289982835783e-154,-0.55147962858324,0.106,0.234,2.4084423695927e-149,"Smooth muscle cells","POLD4"
"CREM.3",9.18004340307096e-148,-0.978229371636853,0.175,0.296,5.10272712559699e-143,"Smooth muscle cells","CREM"
"PECAM1.3",1.6563976614133e-135,-0.512021850854371,0.012,0.101,9.20708640096585e-131,"Smooth muscle cells","PECAM1"
"FOSB.2",5.2031951170861e-132,-0.696850412122716,0.299,0.416,2.89219600583231e-127,"Smooth muscle cells","FOSB"
"CD4.3",7.67539232254437e-126,-0.432641340453268,0.027,0.12,4.26636682248629e-121,"Smooth muscle cells","CD4"
"KLF2.3",2.71999993650879e-116,-0.54880212859188,0.067,0.169,1.51191196470841e-111,"Smooth muscle cells","KLF2"
"IGKC.3",5.38667511855733e-116,-3.03532292432745,0.12,0.238,2.99418336465009e-111,"Smooth muscle cells","IGKC"
"IGHG1.3",1.48439888605246e-106,-2.77960531354965,0.034,0.118,8.25103120812258e-102,"Smooth muscle cells","IGHG1"
"FCMR.3",3.08864629380117e-103,-0.652088527953423,0.064,0.15,1.71682404240938e-98,"Smooth muscle cells","FCMR"
"KLF4.2",3.76090575502452e-101,-0.551949909505007,0.09,0.187,2.09049946393038e-96,"Smooth muscle cells","KLF4"
"BCL2.1",2.36968849555955e-98,-0.333832314825882,0.031,0.109,1.31719135025677e-93,"Smooth muscle cells","BCL2"
"TGFBR2.1",7.24144564290486e-95,-0.505429568324419,0.121,0.215,4.02515756060867e-90,"Smooth muscle cells","TGFBR2"
"VIM.2",5.38290342222125e-93,0.406976530368452,0.906,0.753,2.99208686724168e-88,"Smooth muscle cells","VIM"
"FBLN5.3",2.81438638621823e-91,-0.535965753584572,0.028,0.1,1.5643766727794e-86,"Smooth muscle cells","FBLN5"
"ICAM2.3",1.36989325866645e-86,-0.374632050504798,0.043,0.119,7.61455167829748e-82,"Smooth muscle cells","ICAM2"
"AQP3.2",1.07946186588836e-85,-0.364141957960349,0.045,0.12,6.00018878154043e-81,"Smooth muscle cells","AQP3"
"EHF.3",1.13206506078123e-85,-0.262253657714813,0.035,0.108,6.29258364035246e-81,"Smooth muscle cells","EHF"
"GNG11.3",3.60459815330798e-85,-0.258889631301859,0.186,0.102,2.00361588351624e-80,"Smooth muscle cells","GNG11"
"NR4A1.2",1.21324239621976e-79,-0.319979682374039,0.138,0.24,6.74380785938754e-75,"Smooth muscle cells","NR4A1"
"IFITM1.3",1.94446616015394e-74,-0.782516271296395,0.428,0.456,1.08083151512157e-69,"Smooth muscle cells","IFITM1"
"STMN1.2",1.18297685782534e-70,-0.251549533043709,0.397,0.263,6.57557686422215e-66,"Smooth muscle cells","STMN1"
"IFI27.3",8.74067700125406e-57,-0.62864652641757,0.162,0.246,4.85850531114707e-52,"Smooth muscle cells","IFI27"
"LUM.3",1.4379266341665e-55,-1.574771504729,0.051,0.108,7.99271519601449e-51,"Smooth muscle cells","LUM"
"CXCL14.2",1.65176307539571e-53,-0.804310232958355,0.125,0.071,9.18132505458705e-49,"Smooth muscle cells","CXCL14"
"IGLC2.3",1.68930690461201e-51,-1.61246066271221,0.053,0.109,9.39001242928588e-47,"Smooth muscle cells","IGLC2"
"BIRC3.2",1.47623764258755e-45,-0.507114950814356,0.204,0.265,8.2056669363229e-41,"Smooth muscle cells","BIRC3"
"LTF.3",1.662238684987e-44,-1.42338573418618,0.185,0.119,9.23955373050026e-40,"Smooth muscle cells","LTF"
"DCN.3",2.80586209977296e-42,-2.12039618526206,0.086,0.138,1.5596384481588e-37,"Smooth muscle cells","DCN"
"STAT3.2",4.06327692911907e-33,-0.372223307717801,0.441,0.45,2.25857248105083e-28,"Smooth muscle cells","STAT3"
"PDE4DIP.1",2.92335853369156e-32,-0.275784899051934,0.09,0.134,1.62494884095245e-27,"Smooth muscle cells","PDE4DIP"
"DEFB1.2",3.57886786688149e-32,-0.351133473435102,0.135,0.088,1.98931370380607e-27,"Smooth muscle cells","DEFB1"
"ELF3.3",3.91125187036031e-32,-0.350225925720826,0.358,0.254,2.17406935213978e-27,"Smooth muscle cells","ELF3"
"HIF1A.1",8.37931531201976e-31,-0.326457430160412,0.223,0.268,4.65764241618618e-26,"Smooth muscle cells","HIF1A"
"ENG.2",7.73245078750491e-27,-0.312342421017559,0.077,0.116,4.2980827702346e-22,"Smooth muscle cells","ENG"
"EMP1.3",6.5587833094822e-26,-0.522212524928404,0.193,0.228,3.64569970257568e-21,"Smooth muscle cells","EMP1"
"CD46.1",7.26467509034381e-25,-0.270555496214514,0.227,0.265,4.03806964896761e-20,"Smooth muscle cells","CD46"
"AGR2.3",1.00090827565766e-22,-1.34344114598791,0.074,0.107,5.56354865024309e-18,"Smooth muscle cells","AGR2"
"HMGB2.3",2.53189240781755e-22,-0.638245789377387,0.326,0.337,1.40735239488538e-17,"Smooth muscle cells","HMGB2"
"CXCL3.3",5.38089363282583e-21,0.253176377942003,0.138,0.1,2.99096972580624e-16,"Smooth muscle cells","CXCL3"
"ETS1.3",3.62955704058175e-13,-0.402751298575172,0.177,0.195,2.01748928100737e-08,"Smooth muscle cells","ETS1"
"COL1A1.3",8.2633185372649e-11,-0.745089729326056,0.153,0.123,4.5931656089387e-06,"Smooth muscle cells","COL1A1"
"COL3A1.3",8.71874426840304e-07,-0.405387520437837,0.124,0.104,0.0484631400159183,"Smooth muscle cells","COL3A1"
"COL1A2.3",8.36468434219648e-06,-0.612631892884326,0.143,0.124,0.464950979160991,"Smooth muscle cells","COL1A2"
"FN1.3",0.00781708299296996,-0.605889754726589,0.13,0.118,1,"Smooth muscle cells","FN1"
"HLA-DRA.4",0,3.44114030713829,0.974,0.275,0,"Macrophages","HLA-DRA"
"CXCL10",0,3.02261134923284,0.269,0.027,0,"Macrophages","CXCL10"
"HLA-DQA1.4",0,2.60238089140266,0.75,0.139,0,"Macrophages","HLA-DQA1"
"HBEGF.2",0,1.85826162706109,0.466,0.054,0,"Macrophages","HBEGF"
"SRGN.4",0,1.85056638931342,0.954,0.419,0,"Macrophages","SRGN"
"SGK1.3",0,1.63521964192286,0.589,0.129,0,"Macrophages","SGK1"
"ZEB2.2",0,1.44821363998875,0.646,0.101,0,"Macrophages","ZEB2"
"CCL4L2.2",0,1.40979385793735,0.306,0.066,0,"Macrophages","CCL4L2"
"HCK",0,1.34226203278823,0.516,0.005,0,"Macrophages","HCK"
"CXCL3.4",0,1.3396016632768,0.283,0.086,0,"Macrophages","CXCL3"
"NR4A2.4",0,1.31325633417304,0.672,0.262,0,"Macrophages","NR4A2"
"LAIR1.1",0,1.29400819518527,0.517,0.034,0,"Macrophages","LAIR1"
"CD93",0,1.28937550439162,0.433,0.029,0,"Macrophages","CD93"
"CD4.4",0,1.24465087664012,0.559,0.066,0,"Macrophages","CD4"
"KLF4.3",0,1.24099827184368,0.539,0.142,0,"Macrophages","KLF4"
"IFI27.4",0,1.22240717235515,0.426,0.219,0,"Macrophages","IFI27"
"HIF1A.2",0,1.17528069614513,0.618,0.228,0,"Macrophages","HIF1A"
"THBD",0,1.10661685807489,0.294,0.024,0,"Macrophages","THBD"
"KIF20B",0,0.980504914197173,0.414,0.032,0,"Macrophages","KIF20B"
"CD300E",0,0.921394336375526,0.179,0.001,0,"Macrophages","CD300E"
"RNASE1.2",0,0.891208657628005,0.893,0.629,0,"Macrophages","RNASE1"
"NR4A1.3",0,0.795998944400485,0.509,0.203,0,"Macrophages","NR4A1"
"FOSB.3",0,0.78814614004143,0.707,0.375,0,"Macrophages","FOSB"
"TNFRSF1B.4",0,0.759820225961073,0.559,0.168,0,"Macrophages","TNFRSF1B"
"NABP1",0,0.713339190281619,0.421,0.148,0,"Macrophages","NABP1"
"EMILIN2",0,0.711818440333809,0.311,0.024,0,"Macrophages","EMILIN2"
"FOSL2",0,0.710167258465098,0.407,0.179,0,"Macrophages","FOSL2"
"CREM.4",0,0.695389027493097,0.545,0.258,0,"Macrophages","CREM"
"ANPEP.1",0,0.660593756013627,0.213,0.041,0,"Macrophages","ANPEP"
"CD81.3",0,0.623366686325881,0.552,0.274,0,"Macrophages","CD81"
"ENG.3",0,0.608001671355007,0.404,0.083,0,"Macrophages","ENG"
"ITPR2",0,0.547003347947888,0.362,0.125,0,"Macrophages","ITPR2"
"CCL4.4",0,0.529297816165765,0.431,0.159,0,"Macrophages","CCL4"
"TNFAIP3.4",0,0.501062479867797,0.538,0.293,0,"Macrophages","TNFAIP3"
"LTC4S",0,0.497559303819151,0.218,0.042,0,"Macrophages","LTC4S"
"OTUD1",0,0.481028705304599,0.175,0.028,0,"Macrophages","OTUD1"
"VIM.3",0,0.475178466905823,0.942,0.749,0,"Macrophages","VIM"
"DOK3",0,0.472993522293658,0.218,0.014,0,"Macrophages","DOK3"
"POLD4.4",0,0.471201749105087,0.459,0.199,0,"Macrophages","POLD4"
"KLF2.4",0,0.46717478702837,0.322,0.143,0,"Macrophages","KLF2"
"NFKB1",0,0.460113738737982,0.27,0.106,0,"Macrophages","NFKB1"
"ADAMDEC1",0,0.45275088614847,0.117,0.002,0,"Macrophages","ADAMDEC1"
"FN1.4",0,0.450726969082391,0.266,0.104,0,"Macrophages","FN1"
"ARAP1",0,0.432675533354049,0.248,0.056,0,"Macrophages","ARAP1"
"PDE4DIP.2",0,0.404293803595695,0.298,0.113,0,"Macrophages","PDE4DIP"
"PECAM1.4",0,0.39620410966343,0.335,0.068,0,"Macrophages","PECAM1"
"PRKCD",0,0.385679312134673,0.238,0.056,0,"Macrophages","PRKCD"
"CD72",0,0.373644152576892,0.197,0.023,0,"Macrophages","CD72"
"BST1",0,0.347457124522484,0.151,0.011,0,"Macrophages","BST1"
"P2RX7",0,0.339206567583893,0.15,0.014,0,"Macrophages","P2RX7"
"FCHSD2",0,0.309622147998888,0.211,0.055,0,"Macrophages","FCHSD2"
"FKBP11.1",0,-0.754153669144486,0.04,0.233,0,"Macrophages","FKBP11"
"EPCAM.3",0,-0.841526923091385,0.027,0.227,0,"Macrophages","EPCAM"
"S100A13.4",0,-0.911093677710815,0.138,0.363,0,"Macrophages","S100A13"
"TSTD1.2",0,-1.01915465893276,0.221,0.465,0,"Macrophages","TSTD1"
"CD3G.4",0,-1.05605713393135,0.015,0.201,0,"Macrophages","CD3G"
"MDK.3",0,-1.07883969700549,0.113,0.316,0,"Macrophages","MDK"
"CD27.4",0,-1.12180118102354,0.016,0.196,0,"Macrophages","CD27"
"TRAC.4",0,-1.25862270916206,0.021,0.211,0,"Macrophages","TRAC"
"LCK.4",0,-1.25957882507282,0.019,0.24,0,"Macrophages","LCK"
"NNMT.4",0,-1.29425396910427,0.039,0.253,0,"Macrophages","NNMT"
"ELF3.4",0,-1.31267986967165,0.037,0.286,0,"Macrophages","ELF3"
"TRBC2.4",0,-1.39708607229365,0.02,0.245,0,"Macrophages","TRBC2"
"CD3D.4",0,-1.72133941047581,0.025,0.281,0,"Macrophages","CD3D"
"TM4SF1.3",0,-2.26535930496739,0.073,0.406,0,"Macrophages","TM4SF1"
"KRT7.4",0,-2.31397866203439,0.066,0.388,0,"Macrophages","KRT7"
"KRT17.4",0,-3.07336458968801,0.045,0.251,0,"Macrophages","KRT17"
"ETS1.4",1.56803439664238e-292,-0.801505935746133,0.032,0.21,8.71591919373665e-288,"Macrophages","ETS1"
"SPARCL1.4",2.06017238115656e-287,-1.77430198670343,0.021,0.192,1.14514681806587e-282,"Macrophages","SPARCL1"
"SKAP1.4",7.93352481001781e-285,-0.817713244128057,0.011,0.176,4.4098497656484e-280,"Macrophages","SKAP1"
"KRT15.4",5.08330780592772e-282,-1.4269200020435,0.038,0.214,2.82555664392492e-277,"Macrophages","KRT15"
"CAV1.4",7.92481280315482e-281,-1.09429351383182,0.047,0.226,4.40500719663361e-276,"Macrophages","CAV1"
"KLF6.3",1.04212356020723e-263,0.489417675496899,0.799,0.599,5.7926438094119e-259,"Macrophages","KLF6"
"VEGFA.4",3.07769281418127e-263,0.473024015647068,0.307,0.15,1.71073555076266e-258,"Macrophages","VEGFA"
"COL6A2.4",7.5690755175365e-250,-1.40482791966968,0.044,0.207,4.20727062642266e-245,"Macrophages","COL6A2"
"CEBPB.4",5.26012076191074e-246,0.375597641949539,0.586,0.356,2.92383812550808e-241,"Macrophages","CEBPB"
"EDEM1",2.13674566623013e-229,0.259675072125168,0.183,0.072,1.18771007857402e-224,"Macrophages","EDEM1"
"FCMR.4",3.14120067279099e-221,-0.732331575173374,0.018,0.155,1.74603639397087e-216,"Macrophages","FCMR"
"IRX3.2",5.15240777738517e-216,-0.400246691023729,0.007,0.137,2.86396586305955e-211,"Macrophages","IRX3"
"ITGA2.3",1.07814244252751e-212,-0.425764928379585,0.007,0.134,5.99285476678914e-208,"Macrophages","ITGA2"
"PTPRCAP.4",4.916640083951e-207,-0.799371260775571,0.011,0.137,2.73291439066417e-202,"Macrophages","PTPRCAP"
"S100A10.3",5.53478418826765e-204,0.512020788404252,0.867,0.705,3.07650979104858e-199,"Macrophages","S100A10"
"C1S.3",2.31301223614372e-203,-1.04073465526702,0.028,0.161,1.28568785146049e-198,"Macrophages","C1S"
"GZMM.4",4.33837023571612e-202,-0.694118561374287,0.006,0.127,2.41148309552281e-197,"Macrophages","GZMM"
"CD8A.4",4.45987283389692e-201,-1.46161381088743,0.016,0.141,2.4790203147216e-196,"Macrophages","CD8A"
"PBX1.3",1.11696352679955e-199,-0.441893894726278,0.008,0.129,6.20864176371527e-195,"Macrophages","PBX1"
"RARRES2.3",7.60777021562652e-198,-1.03651041519167,0.012,0.135,4.228779074356e-193,"Macrophages","RARRES2"
"TUBA1B.2",7.14276103888374e-192,0.573895352476939,0.756,0.626,3.97030372346353e-187,"Macrophages","TUBA1B"
"CLEC2D.4",3.23325845274789e-191,-0.794011162417186,0.056,0.191,1.79720671095991e-186,"Macrophages","CLEC2D"
"TIMP3.4",3.95052727110915e-190,-1.24865976979952,0.036,0.167,2.19590058364602e-185,"Macrophages","TIMP3"
"FSTL1.3",1.88858979794568e-186,-0.620497924691122,0.008,0.123,1.04977263918811e-181,"Macrophages","FSTL1"
"IFITM1.4",3.28336857838413e-186,-1.31332811579438,0.332,0.465,1.82506042429482e-181,"Macrophages","IFITM1"
"LAMB3.3",4.78708090630712e-186,-0.527174692977915,0.028,0.154,2.66089892177081e-181,"Macrophages","LAMB3"
"CD6.4",3.55103243127704e-180,-0.640199108794585,0.016,0.131,1.97384137692534e-175,"Macrophages","CD6"
"IGFBP3.3",9.8156484497517e-178,-1.11431560879187,0.007,0.115,5.45602819079448e-173,"Macrophages","IGFBP3"
"CST7.4",1.77438086464679e-175,-1.22522523331492,0.083,0.216,9.86289603613916e-171,"Macrophages","CST7"
"IL2RB.4",3.02197294197551e-174,-0.654661203406102,0.008,0.116,1.67976365979708e-169,"Macrophages","IL2RB"
"PRF1.4",1.81359015765425e-173,-0.771193857718308,0.008,0.114,1.00808408913212e-168,"Macrophages","PRF1"
"CD8B.4",3.77382003453772e-173,-1.0484150733296,0.011,0.12,2.09767786619779e-168,"Macrophages","CD8B"
"LTF.4",2.11000614202429e-171,-1.8803074785069,0.021,0.136,1.1728469140442e-166,"Macrophages","LTF"
"ID1.2",1.19692197663829e-169,-0.851693819078108,0.028,0.145,6.65309080714395e-165,"Macrophages","ID1"
"TBC1D10C.4",4.21267117503227e-169,-0.780132611495558,0.067,0.191,2.34161327264169e-164,"Macrophages","TBC1D10C"
"DCN.4",1.37227716504422e-166,-2.62365660381304,0.029,0.143,7.62780262189829e-162,"Macrophages","DCN"
"EGR1.2",1.04564113116853e-165,0.293560277405553,0.434,0.271,5.81219622760025e-161,"Macrophages","EGR1"
"ECE1",3.77619697920896e-164,-0.359731485147737,0.03,0.148,2.0989990908933e-159,"Macrophages","ECE1"
"IGFBP6.4",1.8534135590433e-162,-0.762476421768259,0.013,0.118,1.03021992679422e-157,"Macrophages","IGFBP6"
"SH2D1A.4",1.60387644929269e-158,-0.546714018598763,0.007,0.106,8.91514724339341e-154,"Macrophages","SH2D1A"
"EHD2.3",9.2186487329578e-154,-0.319404647567046,0.012,0.112,5.12418589821459e-149,"Macrophages","EHD2"
"AGR2.4",9.66981978339004e-154,-1.46525330498767,0.013,0.113,5.37496932659735e-149,"Macrophages","AGR2"
"AQP3.3",1.90922022793714e-151,-0.535077507102274,0.02,0.123,1.06124006369886e-146,"Macrophages","AQP3"
"RHOH.4",2.91927470749947e-151,-0.741134989748655,0.094,0.216,1.62267884616358e-146,"Macrophages","RHOH"
"KRT16.4",3.73366669461274e-151,-0.673028431153835,0.011,0.108,2.07535863220049e-146,"Macrophages","KRT16"
"ITK.4",4.73671982701293e-151,-0.506247050576832,0.009,0.105,2.63290571584514e-146,"Macrophages","ITK"
"KLRB1.4",6.20972173500467e-151,-1.01054007743652,0.008,0.104,3.45167382640235e-146,"Macrophages","KLRB1"
"EHF.4",6.66790326515574e-151,-0.324964626484533,0.012,0.11,3.70635402993682e-146,"Macrophages","EHF"
"FBLN5.4",2.62688386987995e-145,-0.58737107119178,0.009,0.102,1.46015339907277e-140,"Macrophages","FBLN5"
"SDC1.2",9.35731699015704e-145,-0.386592992986669,0.012,0.108,5.20126464897879e-140,"Macrophages","SDC1"
"GZMK.4",5.41963788739934e-143,-1.24980073912169,0.011,0.102,3.01250571971092e-138,"Macrophages","GZMK"
"HSPG2.3",1.42050177808979e-134,-0.473025425112798,0.012,0.101,7.89585913351212e-130,"Macrophages","HSPG2"
"SLC9A3R2.1",5.47197197973494e-132,-0.502893081701955,0.017,0.109,3.04159562493567e-127,"Macrophages","SLC9A3R2"
"EMP1.4",7.71088754212875e-129,-0.557194830515929,0.112,0.236,4.28609684029227e-124,"Macrophages","EMP1"
"PRKCH.4",1.68338406107406e-124,-0.535261769585155,0.054,0.154,9.35709030348019e-120,"Macrophages","PRKCH"
"LUM.4",7.09908246505332e-121,-1.99985863441094,0.024,0.111,3.94602498819989e-116,"Macrophages","LUM"
"LAMC1.3",2.28343495887587e-117,-0.304483634826739,0.018,0.101,1.26924732189115e-112,"Macrophages","LAMC1"
"TCF7.3",3.83647969045158e-117,-0.42111955124943,0.02,0.104,2.13250723593751e-112,"Macrophages","TCF7"
"GNG11.4",1.26882803059882e-112,-0.824306135046957,0.031,0.117,7.05278060808353e-108,"Macrophages","GNG11"
"COL6A3.3",3.28675412139657e-105,-1.02453196524851,0.05,0.137,1.82694227837828e-100,"Macrophages","COL6A3"
"PALLD.3",5.78277095717799e-102,-0.440160347435562,0.09,0.189,3.21435323654739e-97,"Macrophages","PALLD"
"COL1A2.4",5.03859414877453e-89,-2.50106318638867,0.055,0.133,2.80070255759632e-84,"Macrophages","COL1A2"
"COL3A1.4",1.55370002922609e-85,-2.29847942041354,0.04,0.112,8.63624161245322e-81,"Macrophages","COL3A1"
"S100B.1",1.95652776146388e-85,0.394642565563866,0.113,0.055,1.0875359562097e-80,"Macrophages","S100B"
"SSPN.2",1.28698320423125e-74,-0.285481299726456,0.042,0.11,7.15369614071939e-70,"Macrophages","SSPN"
"COL1A1.4",2.38373565344156e-73,-2.9127476891143,0.062,0.132,1.32499946296549e-68,"Macrophages","COL1A1"
"GEM.4",4.82486024113963e-62,-0.381705161186057,0.056,0.121,2.68189856503746e-57,"Macrophages","GEM"
"SERPINH1.4",1.84552536418074e-58,-0.440761642414212,0.119,0.192,1.02583527367986e-53,"Macrophages","SERPINH1"
"ACTA2.4",2.46503042491843e-58,-1.24510913712898,0.094,0.159,1.37018716169091e-53,"Macrophages","ACTA2"
"IL7R.4",8.38496365473095e-55,-1.71146322871812,0.146,0.204,4.6607820474822e-50,"Macrophages","IL7R"
"TAGLN.4",1.04782444488348e-53,-1.71753756879309,0.124,0.185,5.8243321768848e-49,"Macrophages","TAGLN"
"CD82.3",2.13091301154832e-49,-0.492018803500599,0.235,0.295,1.18446799746914e-44,"Macrophages","CD82"
"MAFF.2",1.21110118654136e-31,-0.335495830522313,0.161,0.216,6.73190594539016e-27,"Macrophages","MAFF"
"BIRC3.3",2.25685342974002e-30,-0.262060176141319,0.21,0.264,1.25447197892099e-25,"Macrophages","BIRC3"
"LAG3.4",1.10853705827182e-28,-0.599870686469934,0.071,0.108,6.16180323840391e-24,"Macrophages","LAG3"
"IGFBP7.4",2.08931425949336e-25,-2.12215729284091,0.186,0.212,1.16134533113938e-20,"Macrophages","IGFBP7"
"IGKC.4",1.39158875733876e-15,-2.46923132300675,0.204,0.229,7.73514610766748e-11,"Macrophages","IGKC"
"GIMAP7.4",1.76708561275782e-15,-0.348689057125524,0.273,0.199,9.82234537851436e-11,"Macrophages","GIMAP7"
"STMN1.3",1.94678131005743e-12,-0.448994971089756,0.253,0.278,1.08211839119542e-07,"Macrophages","STMN1"
"IGHG1.4",2.48798974957712e-11,-2.52573226378673,0.09,0.112,1.38294910230244e-06,"Macrophages","IGHG1"
"RBP7.2",2.53743994771909e-09,-0.659449567579561,0.104,0.081,0.000141043599493966,"Macrophages","RBP7"
"HMGB2.4",2.93374821990826e-08,-0.352093992653389,0.326,0.337,0.00163072394803601,"Macrophages","HMGB2"
"PTPN22.4",1.05655261010654e-05,-0.313732032769454,0.099,0.109,0.587284768327723,"Macrophages","PTPN22"
"ID3.4",0.000694609791995288,-0.508742569558961,0.25,0.253,1,"Macrophages","ID3"
"IGKC.5",0,5.79169571160301,0.627,0.197,0,"B cells","IGKC"
"IGHG1.5",0,5.7542136845672,0.459,0.084,0,"B cells","IGHG1"
"IGLC3.1",0,4.76735272787813,0.21,0.051,0,"B cells","IGLC3"
"JCHAIN",0,4.63415814560569,0.458,0.046,0,"B cells","JCHAIN"
"IGLC2.4",0,4.28249556375351,0.301,0.089,0,"B cells","IGLC2"
"IGHG3",0,3.96786329049772,0.278,0.031,0,"B cells","IGHG3"
"IGHM",0,3.85346872243218,0.374,0.035,0,"B cells","IGHM"
"CD79A",0,3.45034737864071,0.746,0.018,0,"B cells","CD79A"
"IGHG4",0,3.33020955070581,0.281,0.016,0,"B cells","IGHG4"
"MZB1",0,3.02676841920636,0.44,0.033,0,"B cells","MZB1"
