"","combinationPotential","lowCI","highCI","P","FDR"
"SAR.245409 + XMD.1527",-0.0108162390691266,-0.0924561540150242,0.0709681299978653,0.789776185691593,0.878347766174731
"GSK.1070916 + GSK.3.inhibitor.IX",-0.0107119833597949,-0.092352776524006,0.0710718718781892,0.791755729732139,0.880030782139216
"GDC.0879 + GSK.1904529A",-0.0106906246850637,-0.0923315975510207,0.0710931250673542,0.792161441083007,0.880222558895708
"OSI.930 + ponatinib",-0.0106839104482051,-0.0923249397893018,0.0710998061288053,0.792288990661951,0.880277918105228
"KIN001.266 + PD.184352",-0.0106566305567167,-0.0922978892807791,0.071126951153398,0.792807280600324,0.880557414806651
"JWE.035 + SB.525334",-0.0106426205349251,-0.0922839970154193,0.0711408918650711,0.79307349214295,0.880557414806651
"canertinib + nilotinib",-0.0106326813496542,-0.0922741413512879,0.0711507818600168,0.793262366241969,0.880557414806651
"sunitinib + TGX.221",-0.0106278174930322,-0.0922693183608835,0.0711556216389176,0.793354798401828,0.880557414806651
"AZD.7762 + PHA.665752",-0.0106251212246874,-0.0922666447449872,0.0711583045581709,0.793406039216382,0.880557414806651
"HY.11007 + KIN001.266",-0.0106183541198221,-0.0922599344881409,0.0711650381542222,0.793534647531839,0.880557414806651
"GDC.0941 + Y.27632",-0.0106169795516463,-0.0922585714663129,0.0711664059150093,0.793560771780419,0.880557414806651
"fostamatinib + SAR.245409",-0.0105866861837725,-0.0922285324845083,0.0711965491804322,0.794136568637878,0.880942947231697
"WZ.3105 + XMD.132",-0.010582826819279,-0.0922247055180393,0.0712003894111984,0.794209933000938,0.880942947231697
"foretinib + HY.11007",-0.0105694512135686,-0.0922114421772285,0.0712136986853659,0.794464209843262,0.881126848648571
"AS.605240 + dovitinib",-0.0105545424356621,-0.0921966584983882,0.0712285334941896,0.79474765871885,0.881126848648571
"NVP.TAE684 + palbociclib",-0.0105538022835675,-0.0921959245559477,0.0712292699731176,0.794761731353491,0.881126848648571
"buparlisib + dasatinib",-0.0105346640651202,-0.092176946870612,0.0712483131830083,0.795125632598498,0.88135438868337
"MK.1775 + nintedanib",-0.0105084944017737,-0.0921509966247731,0.071274352834841,0.795623304328996,0.881647154748129
"AZD.1480 + CYT387",-0.0105026260530233,-0.0921451774635139,0.071280192014193,0.795734914837747,0.881684562228499
"masitinib + ponatinib",-0.0104160811259564,-0.0920593572935876,0.0713663061074246,0.797381401439001,0.88333604336268
"BMS.777607 + buparlisib",-0.010391233162779,-0.0920347171917329,0.0713910301483933,0.7978542917053,0.883496321207304
"KIN001.055 + KIN001.266",-0.0103838845098393,-0.0920274299935162,0.0713983421327435,0.797994160673687,0.883496321207304
"GSK.1070916 + olaparib",-0.010373786720548,-0.0920174166349397,0.0714083895213624,0.798186365274206,0.88362273575077
"SU.11274 + XMD.132",-0.0103691872039598,-0.0920128555708475,0.0714129660750747,0.798273918012346,0.883633283304645
"buparlisib + veliparib",-0.0103218174699024,-0.0919658816539702,0.0714600991175604,0.79917575763709,0.884285828553008
"BI.2536 + WH.4025",-0.0102930572742247,-0.0919373615985799,0.0714887154294547,0.799723433599104,0.884621374170946
"ABT.737 + serdemetan",-0.0102668347428715,-0.0919113579019218,0.0715148066553184,0.800222870863649,0.884621374170946
"AZD.7762 + foretinib",-0.0102530890611138,-0.0918977268874143,0.0715284834628759,0.800484705225145,0.884783260460157
"WZ.3105 + XMD.1499",-0.0102334750306056,-0.0918782764252701,0.0715479991619497,0.800858361437738,0.884962111185665
"ibrutinib + XMD.892",-0.0102285583059769,-0.0918734006931875,0.0715528912276435,0.800952034409719,0.884962111185665
"HG.5.113.01 + Y.39983",-0.0101247784087061,-0.0917704851337638,0.0716561497177827,0.802929903329623,0.886526478202068
"CYT387 + KIN001.055",-0.0101207075721855,-0.0917664481659277,0.071660200066028,0.803007512332527,0.886526478202068
"CYT387 + palbociclib",-0.0100953309289405,-0.0917412825916331,0.0716854489293429,0.803491352378703,0.886526478202068
"fostamatinib + GDC.0879",-0.0100921059805281,-0.0917380844590975,0.0716886576315497,0.803552845768753,0.886526478202068
"dasatinib + ZG.10",-0.0100894625801901,-0.0917354630377302,0.0716912877140635,0.803603251091449,0.886526478202068
"BI.2536 + VX.745",-0.0100881937480278,-0.0917342047550719,0.0716925501532661,0.803627445935755,0.886526478202068
"CYT387 + HG.5.113.01",-0.010075346822385,-0.0917214646284726,0.0717053323354356,0.803872429301751,0.886710359583357
"GSK.429286A + THZ.2.98.01",-0.0100668350732966,-0.0917130236245228,0.0717138011738482,0.804034753970258,0.886803037467197
"PHA.793887 + XMD.16144",-0.0100132269144414,-0.091659860758557,0.0717671388044099,0.805057290381416,0.88749866772798
"tivantinib + YM.201636",-0.0100082044537992,-0.0916548799928314,0.0717721358957364,0.805153107215596,0.887517903369342
"PF.431396 + XMD.892",-0.0099856826829192,-0.0916325451405017,0.0717945438547833,0.805582805945169,0.887905136479712
"PF.477736 + PF.562271",-0.00997479187352653,-0.0916217446894858,0.0718053795987954,0.805790615550325,0.887932751390762
"Y.39983 + ZG.10",-0.009973364437344,-0.0916203290949676,0.0718067998162399,0.805817853746058,0.887932751390762
"KIN001.266 + XMD.892",-0.00993519373646292,-0.0915824749265653,0.0718447773597226,0.806546310343712,0.888275499819366
"dovitinib + pelitinib",-0.00989263499102072,-0.0915402688234633,0.0718871204631117,0.80735870658125,0.888997311816496
"SGX523 + XMD.16144",-0.00987809628916159,-0.0915258505222618,0.0719015854308811,0.807636280797234,0.889216496211227
"WH.4023 + XMD.1185H",-0.0098504991896326,-0.0914984818709067,0.0719290424750794,0.808163233557357,0.889623699459279
"amuvatinib + sunitinib",-0.00982776594672559,-0.0914759367206218,0.0719516602536332,0.808597378646959,0.889768998520589
"SB.216763 + XMD.892",-0.0097988471470276,-0.0914472570712742,0.0719804320503868,0.809149736528864,0.890159554760893
"BI.2536 + GSK.429286A",-0.00979620374668958,-0.091444635524358,0.0719830620067381,0.809200231016635,0.890159554760893
"LDN.193189 + XMD.892",-0.00978325108503325,-0.09143178992811,0.0719959487764214,0.809447665458082,0.890172345243036
"PD.173074 + trametinib",-0.00977188446357975,-0.0914205172396292,0.0720072575518135,0.809664817460973,0.890238258033545
"PHA.793887 + WZ.4.145",-0.00975380360526766,-0.0914025857571609,0.0720252463512057,0.810010270761965,0.890531629587346
"KIN001.055 + OSI.930",-0.00974122101965866,-0.0913901070919175,0.0720377648410254,0.810250695729449,0.890709486423608
"AS.601245 + KIN001.244",-0.00970569371911561,-0.0913548730751668,0.0720731110261437,0.810929639034537,0.891196328196617
"TGX.221 + trametinib",-0.00966540829796411,-0.091314919969553,0.0721131908268264,0.811699683898934,0.891406666096336
"HG.5.88.01 + pyrazolanthrone",-0.0096600686292813,-0.0913096243282132,0.0721185032215293,0.811801763869327,0.891406666096336
"GDC.0879 + neratinib",-0.0096492306878954,-0.0912988757350574,0.0721292857905707,0.812008965698673,0.891406666096336
"SAR.245409 + WZ.3105",-0.00964627007951681,-0.0912959395306918,0.0721322312695213,0.812065569458358,0.891406666096336
"TG.101348 + XMD.1499",-0.00960820511464925,-0.0912581882052374,0.0721701015861055,0.812793419258065,0.891946266773022
"fostamatinib + GSK.1070916",-0.00957849329484985,-0.0912287210353393,0.0721996613082504,0.813361658617799,0.892396898260663
"AKT.inhibitor.1.2 + lapatinib",-0.00956580497322733,-0.0912161371469739,0.0722122846333636,0.813604352996706,0.892576702284965
"GSK.1904529A + ponatinib",-0.00955549571190904,-0.0912059127184762,0.0722225410657271,0.813801555326338,0.892614633973497
"GSK.429286A + MK.2206",-0.00953112356079245,-0.091181741052394,0.0722467882550004,0.81426780865693,0.892872088791609
"rondual.kinase.inhibitor + XMD.1499",-0.00952573102410288,-0.0911763928616503,0.0722521531298058,0.814370979873716,0.892898765327702
"PD.0325901 + XMD.1499",-0.0094943802960939,-0.091145299855506,0.0722833429454865,0.81497085256966,0.893315916329176
"doramapimod + GDC.0941",-0.00949321719994517,-0.0911441463176454,0.0722845000687923,0.814993109627299,0.893315916329176
"BX.912 + Y.27632",-0.00948026453828885,-0.091131300085754,0.0722973861998212,0.815240982375656,0.893420178575992
"dovitinib + erlotinib",-0.00945478215903029,-0.0911060270114472,0.0723227376105635,0.815728687892139,0.893675296325448
"BMS.509744 + PD.173074",-0.00944759211011086,-0.0910988960005013,0.0723298906865969,0.815866310637637,0.893675296325448
"AZD.7762 + WH.4023",-0.00944748637409734,-0.0910987911326308,0.0723299958788287,0.815868334543824,0.893675296325448
"saracatinib + sirolimus",-0.00943104442399483,-0.0910824841567322,0.072346353248743,0.816183066857111,0.893933581446497
"PF.477736 + WZ.3105",-0.00937976245743715,-0.0910316228895357,0.0723973711295639,0.817164897613932,0.894835860131288
"AZD.6482 + linsitinib",-0.00933841967615044,-0.090990618959864,0.0724385006971729,0.817956643886756,0.895529678269288
"PF.04217903 + QL.XI.92",-0.00930828491229695,-0.0909607310105897,0.0724684798742717,0.818533864734104,0.896075013834096
"AZD.7762 + fostamatinib",-0.00929157862216064,-0.0909441614876135,0.0724850998456262,0.818853910172988,0.89632305529702
"AZD.1480 + ON.01910",-0.00928819506972797,-0.0909408056293534,0.0724884659102435,0.818918733170708,0.89632305529702
"buparlisib + foretinib",-0.0092536193933066,-0.0909065128464599,0.0725228627762675,0.819581213875276,0.896874794389554
"tivantinib + Y.27632",-0.00922707965391283,-0.0908801901202716,0.0725492651316782,0.8200898107064,0.897344647946859
"GSK.1059615 + SB.239063",-0.00915184848029264,-0.0908055734854893,0.072624106245315,0.821531920078437,0.898274324195184
"GSK.1904529A + SAR.245409",-0.00915100259218448,-0.0908047345019521,0.0726249477424112,0.821548138371899,0.898274324195184
"AS.601245 + trametinib",-0.00914386541127181,-0.0907976555737424,0.0726320478695246,0.821684983251576,0.898274324195184
"KIN001.055 + NVP.TAE684",-0.00914175069100139,-0.0907955581119474,0.0726341516092998,0.821725530922223,0.898274324195184
"MGCD.265 + palbociclib",-0.00907545421052373,-0.0907298023173309,0.0727001034822596,0.822996940764129,0.899222417188013
"PD.173074 + pyrazolanthrone",-0.00905737335221164,-0.0907118687952316,0.0727180902325837,0.823343769514158,0.899427818052265
"AKT.inhibitor.1.2 + PHA.665752",-0.0090511349274139,-0.0907056811934472,0.0727242961750309,0.82346344356516,0.899471788037754
"serdemetan + WZ.3105",-0.00899710382450467,-0.0906520900057589,0.0727780456828222,0.824500113601181,0.900175574362496
"PF.477736 + TGX.221",-0.0089826179906523,-0.0906377220335607,0.0727924559397801,0.824778098661765,0.90032209843772
"ruxolitinib + SB.216763",-0.00894360140166305,-0.0905990227276832,0.0728312687978185,0.825526941094829,0.900737830215995
"CYT387 + trametinib",-0.00893413802845292,-0.0905896362735144,0.072840682719287,0.825708594790373,0.900737830215995
"nilotinib + PHA.793887",-0.0088962845356124,-0.0905520903117621,0.0728783382594473,0.826435302559742,0.901413830442943
"PF.477736 + TG.101348",-0.0088574794186502,-0.0905136002161649,0.0729169402052604,0.827180433482773,0.901982561010872
"CHIR.99021 + PF.04217903",-0.00885668639854879,-0.0905128136312862,0.0729177290708082,0.827195662574739,0.901982561010872
"PF.04217903 + PF.562271",-0.00882290374222884,-0.0904793050208428,0.0729513346481204,0.827844482022219,0.902429373269961
"AZD.8330 + pazopanib",-0.0087952537746931,-0.0904518792130482,0.0729788395442615,0.828375606155856,0.902660804360153
"XMD.1185H + Y.27632",-0.00876094243830553,-0.090417845868263,0.0730129706860253,0.829034796358476,0.903031554175218
"JNJ.38877605 + MLN.8054",-0.00875005162891287,-0.0904070432566985,0.0730238042595418,0.82924405597701,0.903172064358582
"KIN001.244 + SB.203580",-0.00867973717992141,-0.0903372977777714,0.0730937487114352,0.83059539136493,0.903948953220049
"AZD.7762 + linsitinib",-0.00866874063451523,-0.0903263901417217,0.073104687319896,0.830806773330375,0.904092121453493
"KIN001.220 + pyrazolanthrone",-0.0086404033828916,-0.0902982819123829,0.0731328751817959,0.831351544642582,0.904511119519381
"serdemetan + YM.201636",-0.00863601533833048,-0.0902939293204613,0.0731372400815652,0.831435910121769,0.904516011731895
"AKT.inhibitor.1.2 + OSI.930",-0.00860862971082854,-0.090266764881116,0.0731644811924738,0.831962475771066,0.905001924705342
"GDC.0941 + olaparib",-0.00858631941197562,-0.0902446346882075,0.073186673667539,0.832391509590067,0.905381660210095
"MK.2206 + saracatinib",-0.00857294380626521,-0.09023136702204,0.0731999785959888,0.832648750439606,0.9055744836962
"SB.239063 + XMD.1150",-0.00855105645146636,-0.0902096562330631,0.073221750234304,0.833069728561256,0.905871652431763
"MK.1775 + rondual.kinase.inhibitor",-0.00853826239383032,-0.0901969653494567,0.0732344766148091,0.833315829682556,0.905871652431763
"amuvatinib + pyrazolanthrone",-0.00853794518578976,-0.090196650699113,0.073234792144566,0.83332193157034,0.905871652431763
"nilotinib + saracatinib",-0.00853355714122864,-0.090192298034353,0.0732391569711895,0.83340634204537,0.905876458744967
"GSK.1070916 + PHA.665752",-0.00844706508216846,-0.090106502704264,0.0733251907457104,0.835070533501156,0.907055256562487
"AZD.8330 + brivanib",-0.00840931732534147,-0.0900690586411757,0.0733627381117828,0.835797068555041,0.907429949322772
"amuvatinib + BMS.345541",-0.00837907682547447,-0.090039061270019,0.0733928179072765,0.836379211519021,0.907800898069093
"BIX.02189 + XMD.885",-0.00834111759662043,-0.0900014070174855,0.0734305752022278,0.837110069928664,0.90810147996163
"PF.04217903 + PF.431396",-0.00833588366395114,-0.0899962151175548,0.0734357812732541,0.837210853901318,0.90810147996163
"KIN001.242 + Y.27632",-0.00832996244719397,-0.089990341447636,0.0734416709643958,0.837324875345689,0.90810147996163
"BMS.777607 + XMD.16144",-0.00831241026894948,-0.0899729301784279,0.0734591296581952,0.837662887501919,0.908236687502081
"fostamatinib + HG.5.113.01",-0.00826308441864194,-0.0899240000492269,0.0735081925263556,0.838612942935654,0.909092713577704
"AZD.8330 + CYT387",-0.00825594723772927,-0.0899169200943487,0.0735152916224098,0.838750430232586,0.909154730320065
"OSI.930 + serdemetan",-0.00824706541259351,-0.0899081094723075,0.0735241260414821,0.838921532391758,0.909213814060563
"HG.5.113.01 + XMD.1527",-0.00824061551576873,-0.0899017112744807,0.0735305415044315,0.83904578991143,0.909213814060563
"BIX.02189 + KIN001.055",-0.00823025338644367,-0.0898914321884492,0.07354084829959,0.8392454251257,0.909238681098276
"GDC.0879 + Y.39983",-0.00820122885073216,-0.0898626401660862,0.0735697177501856,0.83980466232389,0.909399832695126
"GW.843682X + veliparib",-0.00819419740583301,-0.0898556650290186,0.0735767116037519,0.839940154524593,0.909399832695126
"dasatinib + palbociclib",-0.0081742661672843,-0.0898358933563509,0.0735965362427059,0.840324244583023,0.909641757780801
"PD.0325901 + PF.477736",-0.00816173644968207,-0.089823463916445,0.0736089989136871,0.840565721149395,0.909787688985568
"ABT.737 + AS.605240",-0.00815893444532376,-0.0898206843335764,0.073611785921003,0.840619724286533,0.909787688985568
"PD.0325901 + PF.04217903",-0.00812081661244944,-0.0897828713912087,0.0736496996106384,0.841354444956584,0.910468534291849
"BI.2536 + canertinib",-0.00811410237559086,-0.0897762108346716,0.0736563778643567,0.841483876070093,0.910468534291849
"amuvatinib + linifanib",-0.00809348385295427,-0.0897557571114599,0.0736768858417474,0.84188136839133,0.910766491404524
"HG.5.88.01 + ruxolitinib",-0.0080911576606568,-0.089753449507594,0.0736791995579323,0.841926216204324,0.910766491404524
"AS.601245 + AZD.7762",-0.00806794860568895,-0.0897304258664638,0.0737022840871178,0.842373703056777,0.911163532676027
"NVP.AEW541 + tivantinib",-0.00805552462410023,-0.0897181011024304,0.0737146413731111,0.842613267010316,0.911277256258931
"AZD.6482 + TAK.715",-0.00803638640565293,-0.0896991156723012,0.0737336768028296,0.842982325865271,0.911484723556993
"BMS.345541 + PD.173074",-0.00803168115305125,-0.0896944479745891,0.0737383567750441,0.84307306660128,0.911484723556993
"AS.601245 + buparlisib",-0.00799551943642707,-0.0896585747623326,0.073774324081752,0.843770514117227,0.911722050924024
"PHA.665752 + tivantinib",-0.00793424541659165,-0.0895977891134255,0.0738352681991919,0.844952578910189,0.912605826657016
"GDC.0879 + XMD.1527",-0.00791330968591449,-0.0895770201068853,0.0738560910708591,0.84535653951626,0.912822818511317
"KIN001.242 + TPCA.1",-0.00790802288523844,-0.0895717753970322,0.0738613493605096,0.845458556188974,0.912822818511317
"GW.843682X + SB.525334",-0.00790506227685986,-0.0895688383575362,0.073864294000728,0.845515686654862,0.912822818511317
"SGX523 + XMD.885",-0.00790485080483281,-0.0895686285689464,0.0738645043321176,0.84551976743344,0.912822818511317
"PD.0325901 + SAR.245409",-0.0078898891589196,-0.0895537860078272,0.0738793852594685,0.845808493004485,0.912960463522283
"saracatinib + XMD.16144",-0.0078627150034447,-0.0895268280478682,0.0739064127163714,0.846332944900579,0.913178410918355
"PHA.793887 + XMD.1185H",-0.00782184803421884,-0.0894862859878576,0.0739470588407719,0.847121791210626,0.913771688762442
"NU.7441 + PF.04217903",-0.00782168943019855,-0.0894861286442774,0.0739472165871679,0.847124853008113,0.913771688762442
"GW.843682X + PHA.793887",-0.00780974126067068,-0.0894742754161775,0.0739591001372362,0.847355515033693,0.91384641536583
"ABT.737 + ZG.10",-0.00780228687171745,-0.0894668802488748,0.0739665141987455,0.8474994302517,0.9139145922301
"foretinib + MK.1775",-0.00779694720303464,-0.0894615829958392,0.0739718249748378,0.847602521576063,0.913938737203553
"MK.2206 + SYK.inhibitor",-0.00777273365593833,-0.0894375617310269,0.0739959074458488,0.84807003762346,0.914181722452473
"OSI.930 + PF.477736",-0.00775507574168033,-0.0894200439801897,0.074013469711737,0.848411010907914,0.914202308321418
"BMS.387032 + torin.2",-0.00775502287367357,-0.0894199915317581,0.0740135222932953,0.84841203182853,0.914202308321418
"MK.2206 + TAK.715",-0.00774725127667977,-0.0894122816073768,0.0740212517774115,0.848562109917888,0.914210956999547
"linsitinib + XMD.16144",-0.00770300075502124,-0.0893683820555087,0.0740652623262794,0.849416740384787,0.914830886700328
"amuvatinib + PD.173074",-0.00767397621930973,-0.0893395875534718,0.0740941292875137,0.849977400401252,0.915044122534985
"GDC.0941 + TPCA.1",-0.00767381761528944,-0.0893394302060911,0.0740942870300948,0.849980464325354,0.915044122534985
"PF.562271 + SAR.245409",-0.00767127995096494,-0.0893369126474458,0.0740968109108364,0.850029487418438,0.915044122534985
"MK.2206 + VX.745",-0.00766498865816044,-0.0893306711954703,0.0741030680273241,0.85015102633063,0.915044122534985
"AS.605240 + OSI.930",-0.00766266246586298,-0.0893283634300905,0.0741053815813699,0.8501959659877,0.915044122534985
"PD.173074 + XMD.892",-0.00765272328059201,-0.0893185029681356,0.0741152667569238,0.850387986352814,0.915044122534985
"AZD.1480 + PHA.665752",-0.00764796515998356,-0.089313782528555,0.0741199990161293,0.850479914129395,0.915044122534985
"dasatinib + HY.11007",-0.007647647951943,-0.0893134678324525,0.0741203144999454,0.850486042719934,0.915044122534985
"amuvatinib + dovitinib",-0.00763384940217851,-0.0892997785362127,0.0741340380301046,0.85075264512399,0.915244011212044
"alvocidib + CP466722",-0.0076159271478867,-0.0892819981398613,0.0741518627989034,0.851098947214616,0.91552959509931
"canertinib + GW.843682X",-0.00760075402994644,-0.0892669450792541,0.0741669533440382,0.851392151616179,0.915671046253868
"JNJ.38877605 + nilotinib",-0.0075685574138293,-0.0892350030953667,0.0741989746206541,0.852014384885462,0.916166246565501
"KIN001.244 + TPCA.1",-0.00751986597960288,-0.0891866964262261,0.0742474005659662,0.852955572217454,0.916818876700426
"TAK.715 + THZ.2.98.01",-0.00750453425764233,-0.08917148577769,0.0742626486122404,0.853251972007247,0.916819294491213
"MGCD.265 + PD.184352",-0.00750363550152741,-0.0891705941178008,0.0742635424620426,0.853269347809041,0.916819294491213
"BMS.345541 + NVP.BGJ398",-0.00749607537656066,-0.0891630936794332,0.0742710613110601,0.853415511775669,0.916889353084096
"BMS.345541 + linifanib",-0.00739224261128304,-0.0890600797285859,0.0743743262408637,0.855423472371813,0.918785169253678
"GW.5074 + ZG.10",-0.0073660729479366,-0.0890341161608251,0.074400352512181,0.855929699958365,0.918976583365565
"KIN001.244 + NVP.AEW541",-0.00733292470769776,-0.0890012288156678,0.0744333189626129,0.856571006444758,0.919061091095652
"FR.180204 + XMD.132",-0.00733281897168424,-0.0890011239115706,0.0744334241184687,0.85657305223087,0.919061091095652
"AKT.inhibitor.1.2 + NVP.AEW541",-0.00726023119840208,-0.0889291068212606,0.0745056131843614,0.857977710518223,0.920481012847563
"HY.11007 + NVP.AEW541",-0.00725399277360434,-0.0889229174029308,0.0745118173029845,0.858098452332311,0.920523346846966
"HG.5.113.01 + nintedanib",-0.00720107189883709,-0.0888704119988317,0.0745644469021339,0.859122844196988,0.92109876081898
"AT7867 + XMD.1499",-0.00712541778116281,-0.0887953510375136,0.0746396838297877,0.860587695000253,0.922189368898307
"PD.173074 + SB.216763",-0.00709470146923497,-0.0887648752881067,0.0746702304927944,0.86118257565041,0.922695616768296
"alvocidib + PI.103",-0.00707143954626035,-0.0887417954449811,0.0746933638359957,0.861633139974405,0.923024371575101
"AZD.8330 + SAR.245408",-0.00706208190906374,-0.0887325110288066,0.0747026697242348,0.861814402391088,0.923024371575101
"PHA.665752 + XMD.892",-0.00704257361456912,-0.0887131553358944,0.0747220700895184,0.86219231177811,0.92334070268436
"BX.912 + PHA.793887",-0.00700292260949874,-0.0886738143065537,0.0747615015355284,0.862960517173507,0.923813957556477
"AZD.8330 + PF.562271",-0.00695121769888698,-0.0886225132215124,0.0748129197570285,0.863962451110862,0.924799126543527
"ABT.737 + AZD.1480",-0.00686699896411751,-0.0885389513240392,0.0748966705918946,0.865594902108801,0.925833260167808
"TWS.119 + WZ.4.145",-0.00685076848604204,-0.0885228472983062,0.0749128107646022,0.86590957101081,0.925833260167808
"olaparib + palbociclib",-0.0068387674485074,-0.0885109397339066,0.0749247450015631,0.866142255140766,0.925978702430984
"dasatinib + PF.04217903",-0.00683115445553389,-0.0885033860245654,0.0749323156067006,0.866289866933293,0.925978702430984
"NVP.TAE684 + serdemetan",-0.00679753040323422,-0.0884700236959414,0.0749657523333145,0.866941874598563,0.926324816475962
"masitinib + PD.184352",-0.00676855873552946,-0.0884412773916061,0.0749945624471525,0.86750373982052,0.9266628799724
"AZD.8330 + fostamatinib",-0.00675624048995427,-0.0884290549253684,0.0750068119614975,0.867742655318013,0.926810704542633
"AS.605240 + QL.XI.92",-0.006744821000494,-0.0884177242050856,0.0750181677124114,0.867964149976797,0.926810704542633
"XMD.892 + Y.39983",-0.00674143744806133,-0.0884143669505723,0.0750215323752763,0.86802978001017,0.926810704542633
"masitinib + XMD.1499",-0.00674032721991936,-0.0884132653510308,0.0750226364048731,0.86805131506258,0.926810704542633
"alvocidib + MK.2206",-0.00667387213542141,-0.0883473263860187,0.0750887200970861,0.869340519092994,0.92778597168376
"PI.103 + WH.4023",-0.00667212749119832,-0.0883455952818291,0.0750904549814792,0.869374369228085,0.92778597168376
"foretinib + KIN001.244",-0.00664965858832511,-0.0883233007140825,0.0751127981453363,0.869810339257486,0.928019537704881
"dovitinib + ruxolitinib",-0.00663268795815499,-0.0883064617039644,0.0751296737511464,0.870139651032071,0.928246453911273
"alvocidib + selumetinib",-0.00655814406862269,-0.0882324954057132,0.0752037996892887,0.871586426005306,0.929358466670756
"WZ.3105 + ZG.10",-0.0064720749536166,-0.088147092062976,0.0752893851095044,0.87325741969111,0.930702077734032
"dovitinib + KIN001.220",-0.00645690183567634,-0.0881320361894791,0.0753044728320278,0.873552057751085,0.930928489134378
"BMS.345541 + TG.101348",-0.00645076914689212,-0.0881259508781032,0.0753105709949679,0.873671149877806,0.930967799432268
"KIN001.244 + veliparib",-0.00637844571364376,-0.088054185711647,0.0753824868000282,0.875075830314723,0.931675639589569
"NVP.AEW541 + PD.184352",-0.00635930749519646,-0.0880351950798242,0.0754015170096377,0.875447602582385,0.931896240177226
"AKT.inhibitor.1.2 + MGCD.265",-0.00633900618060043,-0.0880150502563114,0.075421703686226,0.875841998715101,0.931951333022051
"PF.477736 + YM.201636",-0.00632140113434918,-0.0879975808630833,0.0754392092655735,0.87618403901813,0.932018693134651
"AZD.7762 + TAK.715",-0.00631949788610581,-0.0879956922770223,0.0754411017576194,0.876221017731093,0.932018693134651
"AKT.inhibitor.1.2 + neratinib",-0.00629845641941513,-0.0879748128697731,0.07546202426932,0.876629855891154,0.932190903095523
"PF.04217903 + WZ.3105",-0.00628032269309628,-0.087956818750169,0.0754800554213965,0.876982222663683,0.932478046349282
"nintedanib + tivantinib",-0.00626298198687884,-0.0879396114955577,0.0754972979891132,0.877319202559715,0.932721291796025
"foretinib + ponatinib",-0.00624289214430985,-0.0879196762006084,0.0755172740735027,0.877709633826727,0.932988699369972
"SU.11274 + ZG.10",-0.00622396539788959,-0.0879008949944608,0.0755360935877066,0.878077488329012,0.933116970566394
"SGX523 + tivantinib",-0.00621867859721354,-0.0878956488371165,0.0755413504248422,0.878180245679011,0.933138607835879
"linifanib + WZ.3105",-0.00620768205180736,-0.0878847368153272,0.0755522846315267,0.878393987523206,0.933212929846688
"NVP.TAE684 + pyrazolanthrone",-0.00620091494694201,-0.0878780217152521,0.0755590133643288,0.878525525361848,0.933212929846688
"AS.601245 + XMD.885",-0.00619388350204287,-0.0878710442987163,0.0755660049303681,0.87866220494086,0.933212929846688
"doramapimod + XMD.885",-0.00618732786920457,-0.0878645390309672,0.0755725233756745,0.878789638775477,0.933248545605832
"GSK.3.inhibitor.IX + XMD.1499",-0.00618367997673809,-0.087860919161219,0.0755761505720529,0.878860550895028,0.933248545605832
"AKT.inhibitor.1.2 + GSK.1904529A",-0.0061779173640012,-0.0878552008118589,0.0755818804865606,0.878972573464698,0.933279991982722
"AS.601245 + AZD.8330",-0.00615893774957418,-0.0878363669442528,0.0756007523686421,0.87934154561078,0.933584232121692
"NVP.TAE684 + sunitinib",-0.00610881887916523,-0.0877866326621863,0.0756505864720899,0.880316004184313,0.934145748506392
"XMD.1499 + Y.39983",-0.00610628121484072,-0.0877841144598584,0.0756531097069706,0.880365348680682,0.934145748506392
"BIX.02189 + XMD.1499",-0.00608915198065032,-0.0877671165668398,0.0756701415150286,0.880698436142114,0.934411634748871
"SAR.245409 + TG.101348",-0.00602142806399013,-0.0876999114684665,0.0757374797704488,0.88201557089988,0.935169304859777
"pyrazolanthrone + ruxolitinib",-0.00601846745561154,-0.0876969735237063,0.0757404235023068,0.882073158014317,0.935169304859777
"GSK.1904529A + KIN001.055",-0.00601238763483408,-0.0876909402398328,0.0757464686614755,0.882191419216568,0.935207134945955
"BMS.345541 + SU.11274",-0.00599705591287354,-0.0876757258451952,0.0757617129492135,0.882489654745296,0.935329085908394
"NU.7441 + SU.11274",-0.00598870276780538,-0.0876674366072527,0.0757700184416215,0.882652148684738,0.935329085908394
"AKT.inhibitor.1.2 + AT7867",-0.00597992667868314,-0.0876587276488749,0.0757787444530697,0.882822875471988,0.935329085908394
"AKT.inhibitor.1.2 + LDN.193189",-0.00595782785185725,-0.087636797806811,0.0758007171252249,0.883252801897686,0.935544143424176
"dasatinib + KIN001.055",-0.00594968617881613,-0.0876287183713569,0.075808812300214,0.883411204498109,0.935624416996268
"CHIR.99021 + dasatinib",-0.00589153137137959,-0.0875710078055973,0.0758666346652819,0.88454278650627,0.936647691181254
"GSK.1070916 + TPCA.1",-0.00586842805242525,-0.0875480808195718,0.0758896057613349,0.884992398522176,0.937036173640954
"GDC.0879 + KIN001.266",-0.00584659356563317,-0.0875264129019854,0.0759113152071313,0.885417351845647,0.937398477110587
"palbociclib + Y.27632",-0.00583443392407825,-0.0875143459894357,0.0759234051796622,0.885654022920663,0.937561395548374
